0,63.6,,Time,Treflect
,,,249.6,20.89
,,,249.7,20.87
,,,249.8,20.88
,,,249.9,20.9
,,,250,20.89
,,,250.1,20.89
,,,250.2,20.89
,,,250.3,20.9
,,,250.4,20.9
,,,250.5,20.93
,,,250.6,20.95
,,,250.7,20.91
,,,250.8,20.94
,,,250.9,21
,,,251,20.92
,,,251.1,20.9
,,,251.2,20.92
,,,251.3,20.92
,,,251.4,20.94
,,,251.5,20.91
,,,251.6,20.92
,,,251.7,20.94
,,,251.8,20.95
,,,251.9,20.94
,,,252,20.93
,,,252.1,20.99
,,,252.2,21.03
,,,252.3,20.98
,,,252.4,20.93
,,,252.5,20.97
,,,252.6,20.95
,,,252.7,20.94
,,,252.8,20.98
,,,252.9,21.02
,,,253,21
,,,253.1,21
,,,253.2,20.96
,,,253.3,21.01
,,,253.4,21.02
,,,253.5,20.97
,,,253.6,21.04
,,,253.7,20.97
,,,253.8,20.97
,,,253.9,21.01
,,,254,21.01
,,,254.1,21
,,,254.2,21.04
,,,254.3,21.09
,,,254.4,21.04
,,,254.5,21.06
,,,254.6,21.07
,,,254.7,21.02
,,,254.8,21.03
,,,254.9,21.01
,,,255,21.01
,,,255.1,21.06
,,,255.2,21.03
,,,255.3,21
,,,255.4,21.07
,,,255.5,21.08
,,,255.6,21.07
,,,255.7,21.04
,,,255.8,21.04
,,,255.9,21.08
,,,256,21.09
,,,256.1,21.1
,,,256.2,21.08
,,,256.3,21.08
,,,256.4,21.11
,,,256.5,21.1
,,,256.6,21.15
,,,256.7,21.09
,,,256.8,21.08
,,,256.9,21.11
,,,257,21.11
,,,257.1,21.12
,,,257.2,21.07
,,,257.3,21.07
,,,257.4,21.12
,,,257.5,21.13
,,,257.6,21.12
,,,257.7,21.09
,,,257.8,21.08
,,,257.9,21.08
,,,258,21.1
,,,258.1,21.12
,,,258.2,21.14
,,,258.3,21.12
,,,258.4,21.11
,,,258.5,21.12
,,,258.6,21.13
,,,258.7,21.13
,,,258.8,21.16
,,,258.9,21.14
,,,259,21.12
,,,259.1,21.11
,,,259.2,21.19
,,,259.3,21.17
,,,259.4,21.16
,,,259.5,21.12
,,,259.6,21.12
,,,259.7,21.12
,,,259.8,21.14
,,,259.9,21.18
,,,260,21.13
,,,260.1,21.13
,,,260.2,21.16
,,,260.3,21.12
,,,260.4,21.12
,,,260.5,21.14
,,,260.6,21.17
,,,260.7,21.17
,,,260.8,21.14
,,,260.9,21.13
,,,261,21.14
,,,261.1,21.19
,,,261.2,21.18
,,,261.3,21.16
,,,261.4,21.15
,,,261.5,21.18
,,,261.6,21.21
,,,261.7,21.19
,,,261.8,21.17
,,,261.9,21.21
,,,262,21.17
,,,262.1,21.17
,,,262.2,21.22
,,,262.3,21.18
,,,262.4,21.23
,,,262.5,21.17
,,,262.6,21.2
,,,262.7,21.18
,,,262.8,21.23
,,,262.9,21.17
,,,263,21.17
,,,263.1,21.17
,,,263.2,21.17
,,,263.3,21.17
,,,263.4,21.15
,,,263.5,21.18
,,,263.6,21.22
,,,263.7,21.17
,,,263.8,21.22
,,,263.9,21.18
,,,264,21.13
,,,264.1,21.17
,,,264.2,21.17
,,,264.3,21.19
,,,264.4,21.08
,,,264.5,21.12
,,,264.6,21.12
,,,264.7,21.11
,,,264.8,21.09
,,,264.9,21.06
,,,265,21.08
,,,265.1,21.11
,,,265.2,21.08
,,,265.3,21.09
,,,265.4,21.08
,,,265.5,21.11
,,,265.6,21.12
,,,265.7,21.09
,,,265.8,21.1
,,,265.9,21.1
,,,266,21.17
,,,266.1,21.17
,,,266.2,21.18
,,,266.3,21.16
,,,266.4,21.19
,,,266.5,21.18
,,,266.6,21.19
,,,266.7,21.2
,,,266.8,21.18
,,,266.9,21.19
,,,267,21.23
,,,267.1,21.21
,,,267.2,21.22
,,,267.3,21.24
,,,267.4,21.23
,,,267.5,21.21
,,,267.6,21.21
,,,267.7,21.21
,,,267.8,21.15
,,,267.9,21.17
,,,268,21.17
,,,268.1,21.15
,,,268.2,21.18
,,,268.3,21.18
,,,268.4,21.18
,,,268.5,21.18
,,,268.6,21.18
,,,268.7,21.18
,,,268.8,21.18
,,,268.9,21.18
,,,269,21.18
,,,269.1,21.18
,,,269.2,21.18
,,,269.3,21.18
,,,269.4,21.24
,,,269.5,21.24
,,,269.6,21.2
,,,269.7,21.19
,,,269.8,21.27
,,,269.9,21.24
,,,270,21.25
,,,270.1,21.26
,,,270.2,21.27
,,,270.3,21.24
,,,270.4,21.3
,,,270.5,21.31
,,,270.6,21.27
,,,270.7,21.34
,,,270.8,21.29
,,,270.9,21.29
,,,271,21.19
,,,271.1,21.18
,,,271.2,21.18
,,,271.3,21.2
,,,271.4,21.19
,,,271.5,21.19
,,,271.6,21.15
,,,271.7,21.16
,,,271.8,21.15
,,,271.9,21.11
,,,272,21.1
,,,272.1,21.12
,,,272.2,21.11
,,,272.3,21.08
,,,272.4,21.07
,,,272.5,21.11
,,,272.6,21.16
,,,272.7,21.14
,,,272.8,21.12
,,,272.9,21.13
,,,273,21.12
,,,273.1,21.11
,,,273.2,21.13
,,,273.3,21.12
,,,273.4,21.09
,,,273.5,21.12
,,,273.6,21.09
,,,273.7,21.06
,,,273.8,21.1
,,,273.9,21.09
,,,274,21.04
,,,274.1,21.06
,,,274.2,21.06
,,,274.3,21.05
,,,274.4,21.12
,,,274.5,21.03
,,,274.6,21.04
,,,274.7,21.05
,,,274.8,21.09
,,,274.9,21.1
,,,275,21.12
,,,275.1,21.11
,,,275.2,21.06
,,,275.3,21.04
,,,275.4,21.03
,,,275.5,21.03
,,,275.6,20.99
,,,275.7,21.03
,,,275.8,20.98
,,,275.9,21.02
,,,276,21.01
,,,276.1,20.97
,,,276.2,20.97
,,,276.3,21.04
,,,276.4,21.08
,,,276.5,21.03
,,,276.6,21.03
,,,276.7,21.01
,,,276.8,21
,,,276.9,21.06
,,,277,21.01
,,,277.1,21
,,,277.2,21.04
,,,277.3,21.01
,,,277.4,21.05
,,,277.5,21.03
,,,277.6,21.03
,,,277.7,21.01
,,,277.8,21
,,,277.9,21.02
,,,278,21.03
,,,278.1,21.01
,,,278.2,21.01
,,,278.3,21.04
,,,278.4,21
,,,278.5,20.99
,,,278.6,20.95
,,,278.7,20.97
,,,278.8,20.94
,,,278.9,21.01
,,,279,20.95
,,,279.1,21.01
,,,279.2,21.02
,,,279.3,20.97
,,,279.4,21.02
,,,279.5,21.04
,,,279.6,21
,,,279.7,21.01
,,,279.8,20.99
,,,279.9,20.95
,,,280,20.94
,,,280.1,20.94
,,,280.2,20.93
,,,280.3,20.93
,,,280.4,20.97
,,,280.5,20.97
,,,280.6,20.89
,,,280.7,20.89
,,,280.8,20.92
,,,280.9,20.92
,,,281,20.93
,,,281.1,20.92
,,,281.2,20.94
,,,281.3,20.91
,,,281.4,20.98
,,,281.5,20.96
,,,281.6,20.92
,,,281.7,20.93
,,,281.8,20.91
,,,281.9,20.88
,,,282,20.91
,,,282.1,20.91
,,,282.2,20.87
,,,282.3,20.87
,,,282.4,20.92
,,,282.5,20.88
,,,282.6,20.88
,,,282.7,20.88
,,,282.8,20.9
,,,282.9,20.87
,,,283,20.9
,,,283.1,20.96
,,,283.2,20.94
,,,283.3,20.93
,,,283.4,20.91
,,,283.5,20.9
,,,283.6,20.9
,,,283.7,20.87
,,,283.8,20.9
,,,283.9,20.9
,,,284,20.87
,,,284.1,20.89
,,,284.2,20.86
,,,284.3,20.87
,,,284.4,20.93
,,,284.5,20.91
,,,284.6,20.93
,,,284.7,20.9
,,,284.8,20.91
,,,284.9,20.91
,,,285,20.91
,,,285.1,20.92
,,,285.2,20.95
,,,285.3,20.87
,,,285.4,20.89
,,,285.5,20.9
,,,285.6,20.98
,,,285.7,20.98
,,,285.8,20.9
,,,285.9,20.9
,,,286,20.92
,,,286.1,20.91
,,,286.2,20.94
,,,286.3,20.88
,,,286.4,20.9
,,,286.5,20.86
,,,286.6,20.91
,,,286.7,20.89
,,,286.8,20.82
,,,286.9,20.82
,,,287,20.79
,,,287.1,20.83
,,,287.2,20.85
,,,287.3,20.85
,,,287.4,20.93
,,,287.5,20.85
,,,287.6,20.85
,,,287.7,20.91
,,,287.8,20.89
,,,287.9,20.87
,,,288,20.9
,,,288.1,20.88
,,,288.2,20.84
,,,288.3,20.86
,,,288.4,20.9
,,,288.5,20.81
,,,288.6,20.85
,,,288.7,20.81
,,,288.8,20.83
,,,288.9,20.85
,,,289,20.87
,,,289.1,20.84
,,,289.2,20.83
,,,289.3,20.8
,,,289.4,20.83
,,,289.5,20.85
,,,289.6,20.82
,,,289.7,20.83
,,,289.8,20.83
,,,289.9,20.87
,,,290,20.87
,,,290.1,20.85
,,,290.2,20.86
,,,290.3,20.88
,,,290.4,20.8
,,,290.5,20.78
,,,290.6,20.76
,,,290.7,20.82
,,,290.8,20.84
,,,290.9,20.83
,,,291,20.82
,,,291.1,20.84
,,,291.2,20.8
,,,291.3,20.85
,,,291.4,20.89
,,,291.5,20.85
,,,291.6,20.83
,,,291.7,20.81
,,,291.8,20.81
,,,291.9,20.83
,,,292,20.84
,,,292.1,20.9
,,,292.2,20.9
,,,292.3,20.91
,,,292.4,20.88
,,,292.5,20.91
,,,292.6,20.86
,,,292.7,20.87
,,,292.8,20.87
,,,292.9,20.86
,,,293,20.88
,,,293.1,20.9
,,,293.2,20.84
,,,293.3,20.83
,,,293.4,20.85
,,,293.5,20.88
,,,293.6,20.92
,,,293.7,20.87
,,,293.8,20.85
,,,293.9,20.82
,,,294,20.84
,,,294.1,20.9
,,,294.2,20.91
,,,294.3,20.86
,,,294.4,20.86
,,,294.5,20.86
,,,294.6,20.83
,,,294.7,20.83
,,,294.8,20.85
,,,294.9,20.88
,,,295,20.85
,,,295.1,20.84
,,,295.2,20.84
,,,295.3,20.79
,,,295.4,20.78
,,,295.5,20.77
,,,295.6,20.81
,,,295.7,20.8
,,,295.8,20.79
,,,295.9,20.87
,,,296,20.8
,,,296.1,20.78
,,,296.2,20.8
,,,296.3,20.8
,,,296.4,20.87
,,,296.5,20.89
,,,296.6,20.82
,,,296.7,20.86
,,,296.8,20.82
,,,296.9,20.79
,,,297,20.79
,,,297.1,20.82
,,,297.2,20.82
,,,297.3,20.81
,,,297.4,20.88
,,,297.5,20.84
,,,297.6,20.91
,,,297.7,20.91
,,,297.8,20.82
,,,297.9,20.78
,,,298,20.76
,,,298.1,20.77
,,,298.2,20.75
,,,298.3,20.8
,,,298.4,20.86
,,,298.5,20.83
,,,298.6,20.82
,,,298.7,20.78
,,,298.8,20.85
,,,298.9,20.78
,,,299,20.76
,,,299.1,20.8
,,,299.2,20.79
,,,299.3,20.79
,,,299.4,20.76
,,,299.5,20.78
,,,299.6,20.77
,,,299.7,20.78
,,,299.8,20.78
,,,299.9,20.81
,,,300,20.76
,,,300.1,20.81
,,,300.2,20.8
,,,300.3,20.85
,,,300.4,20.85
,,,300.5,20.83
,,,300.6,20.82
,,,300.7,20.77
,,,300.8,20.76
,,,300.9,20.81
,,,301,20.8
,,,301.1,20.8
,,,301.2,20.85
,,,301.3,20.85
,,,301.4,20.82
,,,301.5,20.81
,,,301.6,20.78
,,,301.7,20.79
,,,301.8,20.83
,,,301.9,20.82
,,,302,20.85
,,,302.1,20.82
,,,302.2,20.78
,,,302.3,20.78
,,,302.4,20.76
,,,302.5,20.76
,,,302.6,20.79
,,,302.7,20.77
,,,302.8,20.77
,,,302.9,20.77
,,,303,20.76
,,,303.1,20.79
,,,303.2,20.77
,,,303.3,20.75
,,,303.4,20.79
,,,303.5,20.83
,,,303.6,20.84
,,,303.7,20.81
,,,303.8,20.85
,,,303.9,20.84
,,,304,20.82
,,,304.1,20.83
,,,304.2,20.82
,,,304.3,20.82
,,,304.4,20.81
,,,304.5,20.81
,,,304.6,20.8
,,,304.7,20.79
,,,304.8,20.77
,,,304.9,20.77
,,,305,20.78
,,,305.1,20.78
,,,305.2,20.79
,,,305.3,20.81
,,,305.4,20.8
,,,305.5,20.83
,,,305.6,20.74
,,,305.7,20.75
,,,305.8,20.72
,,,305.9,20.75
,,,306,20.78
,,,306.1,20.75
,,,306.2,20.74
,,,306.3,20.75
,,,306.4,20.75
,,,306.5,20.72
,,,306.6,20.73
,,,306.7,20.76
,,,306.8,20.73
,,,306.9,20.75
,,,307,20.75
,,,307.1,20.77
,,,307.2,20.74
,,,307.3,20.82
,,,307.4,20.79
,,,307.5,20.76
,,,307.6,20.77
,,,307.7,20.79
,,,307.8,20.79
,,,307.9,20.8
,,,308,20.79
,,,308.1,20.76
,,,308.2,20.75
,,,308.3,20.75
,,,308.4,20.79
,,,308.5,20.78
,,,308.6,20.82
,,,308.7,20.83
,,,308.8,20.83
,,,308.9,20.82
,,,309,20.79
,,,309.1,20.78
,,,309.2,20.86
,,,309.3,20.88
,,,309.4,20.88
,,,309.5,20.88
,,,309.6,20.84
,,,309.7,20.83
,,,309.8,20.82
,,,309.9,20.81
,,,310,20.83
,,,310.1,20.89
,,,310.2,20.86
,,,310.3,20.87
,,,310.4,20.83
,,,310.5,20.86
,,,310.6,20.82
,,,310.7,20.87
,,,310.8,20.81
,,,310.9,20.82
,,,311,20.81
,,,311.1,20.8
,,,311.2,20.86
,,,311.3,20.9
,,,311.4,20.83
,,,311.5,20.81
,,,311.6,20.84
,,,311.7,20.82
,,,311.8,20.78
,,,311.9,20.79
,,,312,20.79
,,,312.1,20.78
,,,312.2,20.82
,,,312.3,20.86
,,,312.4,20.79
,,,312.5,20.81
,,,312.6,20.78
,,,312.7,20.79
,,,312.8,20.75
,,,312.9,20.74
,,,313,20.78
,,,313.1,20.74
,,,313.2,20.78
,,,313.3,20.74
,,,313.4,20.77
,,,313.5,20.78
,,,313.6,20.73
,,,313.7,20.79
,,,313.8,20.75
,,,313.9,20.73
,,,314,20.71
,,,314.1,20.74
,,,314.2,20.73
,,,314.3,20.76
,,,314.4,20.75
,,,314.5,20.74
,,,314.6,20.79
,,,314.7,20.78
,,,314.8,20.78
,,,314.9,20.76
,,,315,20.77
,,,315.1,20.82
,,,315.2,20.73
,,,315.3,20.73
,,,315.4,20.73
,,,315.5,20.75
,,,315.6,20.79
,,,315.7,20.75
,,,315.8,20.72
,,,315.9,20.73
,,,316,20.71
,,,316.1,20.74
,,,316.2,20.74
,,,316.3,20.74
,,,316.4,20.75
,,,316.5,20.72
,,,316.6,20.73
,,,316.7,20.69
,,,316.8,20.68
,,,316.9,20.71
,,,317,20.74
,,,317.1,20.74
,,,317.2,20.71
,,,317.3,20.77
,,,317.4,20.81
,,,317.5,20.78
,,,317.6,20.79
,,,317.7,20.78
,,,317.8,20.83
,,,317.9,20.84
,,,318,20.83
,,,318.1,20.75
,,,318.2,20.76
,,,318.3,20.81
,,,318.4,20.81
,,,318.5,20.84
,,,318.6,20.83
,,,318.7,20.79
,,,318.8,20.79
,,,318.9,20.83
,,,319,20.78
,,,319.1,20.78
,,,319.2,20.8
,,,319.3,20.77
,,,319.4,20.76
,,,319.5,20.79
,,,319.6,20.81
,,,319.7,20.79
,,,319.8,20.78
,,,319.9,20.76
,,,320,20.71
,,,320.1,20.76
,,,320.2,20.71
,,,320.3,20.71
,,,320.4,20.7
,,,320.5,20.71
,,,320.6,20.79
,,,320.7,20.77
,,,320.8,20.75
,,,320.9,20.75
,,,321,20.78
,,,321.1,20.79
,,,321.2,20.77
,,,321.3,20.75
,,,321.4,20.8
,,,321.5,20.8
,,,321.6,20.75
,,,321.7,20.75
,,,321.8,20.78
,,,321.9,20.72
,,,322,20.71
,,,322.1,20.78
,,,322.2,20.75
,,,322.3,20.79
,,,322.4,20.73
,,,322.5,20.76
,,,322.6,20.75
,,,322.7,20.74
,,,322.8,20.74
,,,322.9,20.75
,,,323,20.8
,,,323.1,20.77
,,,323.2,20.78
,,,323.3,20.76
,,,323.4,20.76
,,,323.5,20.77
,,,323.6,20.79
,,,323.7,20.78
,,,323.8,20.79
,,,323.9,20.79
,,,324,20.79
,,,324.1,20.79
,,,324.2,20.75
,,,324.3,20.76
,,,324.4,20.79
,,,324.5,20.77
,,,324.6,20.77
,,,324.7,20.78
,,,324.8,20.81
,,,324.9,20.77
,,,325,20.75
,,,325.1,20.75
,,,325.2,20.73
,,,325.3,20.7
,,,325.4,20.7
,,,325.5,20.73
,,,325.6,20.75
,,,325.7,20.7
,,,325.8,20.71
,,,325.9,20.74
,,,326,20.75
,,,326.1,20.75
,,,326.2,20.78
,,,326.3,20.74
,,,326.4,20.75
,,,326.5,20.74
,,,326.6,20.75
,,,326.7,20.77
,,,326.8,20.77
,,,326.9,20.78
,,,327,20.75
,,,327.1,20.73
,,,327.2,20.73
,,,327.3,20.68
,,,327.4,20.7
,,,327.5,20.67
,,,327.6,20.69
,,,327.7,20.71
,,,327.8,20.69
,,,327.9,20.69
,,,328,20.72
,,,328.1,20.75
,,,328.2,20.71
,,,328.3,20.71
,,,328.4,20.71
,,,328.5,20.71
,,,328.6,20.71
,,,328.7,20.71
,,,328.8,20.71
,,,328.9,20.71
,,,329,20.71
,,,329.1,20.71
,,,329.2,20.71
,,,329.3,20.71
,,,329.4,20.71
,,,329.5,20.6
,,,329.6,20.6
,,,329.7,20.61
,,,329.8,20.59
,,,329.9,20.61
,,,330,20.59
,,,330.1,20.63
,,,330.2,20.59
,,,330.3,20.64
,,,330.4,20.66
,,,330.5,20.65
,,,330.6,20.67
,,,330.7,20.66
,,,330.8,20.64
,,,330.9,20.6
,,,331,20.59
,,,331.1,20.62
,,,331.2,20.67
,,,331.3,20.65
,,,331.4,20.63
,,,331.5,20.64
,,,331.6,20.64
,,,331.7,20.65
,,,331.8,20.66
,,,331.9,20.67
,,,332,20.65
,,,332.1,20.68
,,,332.2,20.66
,,,332.3,20.64
,,,332.4,20.63
,,,332.5,20.69
,,,332.6,20.68
,,,332.7,20.63
,,,332.8,20.66
,,,332.9,20.66
,,,333,20.63
,,,333.1,20.68
,,,333.2,20.71
,,,333.3,20.65
,,,333.4,20.71
,,,333.5,20.64
,,,333.6,20.6
,,,333.7,20.63
,,,333.8,20.61
,,,333.9,20.65
,,,334,20.63
,,,334.1,20.6
,,,334.2,20.68
,,,334.3,20.65
,,,334.4,20.6
,,,334.5,20.64
,,,334.6,20.64
,,,334.7,20.64
,,,334.8,20.63
,,,334.9,20.62
,,,335,20.68
,,,335.1,20.63
,,,335.2,20.67
,,,335.3,20.6
,,,335.4,20.6
,,,335.5,20.59
,,,335.6,20.61
,,,335.7,20.55
,,,335.8,20.54
,,,335.9,20.62
,,,336,20.61
,,,336.1,20.59
,,,336.2,20.56
,,,336.3,20.51
,,,336.4,20.52
,,,336.5,20.55
,,,336.6,20.62
,,,336.7,20.56
,,,336.8,20.59
,,,336.9,20.58
,,,337,20.59
,,,337.1,20.58
,,,337.2,20.57
,,,337.3,20.54
,,,337.4,20.52
,,,337.5,20.56
,,,337.6,20.51
,,,337.7,20.52
,,,337.8,20.58
,,,337.9,20.55
,,,338,20.54
,,,338.1,20.55
,,,338.2,20.55
,,,338.3,20.57
,,,338.4,20.65
,,,338.5,20.6
,,,338.6,20.55
,,,338.7,20.55
,,,338.8,20.55
,,,338.9,20.56
,,,339,20.58
,,,339.1,20.6
,,,339.2,20.57
,,,339.3,20.51
,,,339.4,20.57
,,,339.5,20.57
,,,339.6,20.51
,,,339.7,20.6
,,,339.8,20.61
,,,339.9,20.56
,,,340,20.54
,,,340.1,20.51
,,,340.2,20.55
,,,340.3,20.54
,,,340.4,20.54
,,,340.5,20.54
,,,340.6,20.54
,,,340.7,20.51
,,,340.8,20.5
,,,340.9,20.49
,,,341,20.55
,,,341.1,20.59
,,,341.2,20.55
,,,341.3,20.6
,,,341.4,20.6
,,,341.5,20.7
,,,341.6,20.64
,,,341.7,20.6
,,,341.8,20.62
,,,341.9,20.61
,,,342,20.65
,,,342.1,20.66
,,,342.2,20.63
,,,342.3,20.66
,,,342.4,20.61
,,,342.5,20.63
,,,342.6,20.62
,,,342.7,20.62
,,,342.8,20.63
,,,342.9,20.59
,,,343,20.6
,,,343.1,20.58
,,,343.2,20.57
,,,343.3,20.59
,,,343.4,20.57
,,,343.5,20.56
,,,343.6,20.52
,,,343.7,20.57
,,,343.8,20.57
,,,343.9,20.57
,,,344,20.58
,,,344.1,20.58
,,,344.2,20.54
,,,344.3,20.58
,,,344.4,20.55
,,,344.5,20.55
,,,344.6,20.6
,,,344.7,20.54
,,,344.8,20.5
,,,344.9,20.53
,,,345,20.57
,,,345.1,20.55
,,,345.2,20.54
,,,345.3,20.51
,,,345.4,20.6
,,,345.5,20.58
,,,345.6,20.57
,,,345.7,20.61
,,,345.8,20.61
,,,345.9,20.63
,,,346,20.61
,,,346.1,20.61
,,,346.2,20.66
,,,346.3,20.67
,,,346.4,20.58
,,,346.5,20.6
,,,346.6,20.58
,,,346.7,20.6
,,,346.8,20.54
,,,346.9,20.59
,,,347,20.55
,,,347.1,20.55
,,,347.2,20.59
,,,347.3,20.59
,,,347.4,20.57
,,,347.5,20.55
,,,347.6,20.54
,,,347.7,20.58
,,,347.8,20.56
,,,347.9,20.62
,,,348,20.6
,,,348.1,20.6
,,,348.2,20.55
,,,348.3,20.57
,,,348.4,20.56
,,,348.5,20.63
,,,348.6,20.69
,,,348.7,20.63
,,,348.8,20.66
,,,348.9,20.69
,,,349,20.7
,,,349.1,20.7
,,,349.2,20.62
,,,349.3,20.61
,,,349.4,20.62
,,,349.5,20.67
,,,349.6,20.7
,,,349.7,20.7
,,,349.8,20.68
,,,349.9,20.73
,,,350,20.7
,,,350.1,20.69
,,,350.2,20.71
,,,350.3,20.68
,,,350.4,20.69
,,,350.5,20.71
,,,350.6,20.68
,,,350.7,20.67
,,,350.8,20.66
,,,350.9,20.67
,,,351,20.67
,,,351.1,20.71
,,,351.2,20.7
,,,351.3,20.72
,,,351.4,20.71
,,,351.5,20.64
,,,351.6,20.67
,,,351.7,20.68
,,,351.8,20.65
,,,351.9,20.62
,,,352,20.65
,,,352.1,20.62
,,,352.2,20.59
,,,352.3,20.64
,,,352.4,20.6
,,,352.5,20.67
,,,352.6,20.59
,,,352.7,20.57
,,,352.8,20.6
,,,352.9,20.61
,,,353,20.59
,,,353.1,20.65
,,,353.2,20.66
,,,353.3,20.66
,,,353.4,20.62
,,,353.5,20.66
,,,353.6,20.68
,,,353.7,20.67
,,,353.8,20.69
,,,353.9,20.69
,,,354,20.7
,,,354.1,20.67
,,,354.2,20.67
,,,354.3,20.66
,,,354.4,20.68
,,,354.5,20.64
,,,354.6,20.67
,,,354.7,20.67
,,,354.8,20.62
,,,354.9,20.67
,,,355,20.7
,,,355.1,20.68
,,,355.2,20.67
,,,355.3,20.66
,,,355.4,20.66
,,,355.5,20.71
,,,355.6,20.68
,,,355.7,20.71
,,,355.8,20.67
,,,355.9,20.66
,,,356,20.66
,,,356.1,20.6
,,,356.2,20.65
,,,356.3,20.56
,,,356.4,20.55
,,,356.5,20.53
,,,356.6,20.52
,,,356.7,20.54
,,,356.8,20.57
,,,356.9,20.57
,,,357,20.56
,,,357.1,20.63
,,,357.2,20.58
,,,357.3,20.58
,,,357.4,20.62
,,,357.5,20.65
,,,357.6,20.62
,,,357.7,20.67
,,,357.8,20.62
,,,357.9,20.58
,,,358,20.62
,,,358.1,20.6
,,,358.2,20.58
,,,358.3,20.6
,,,358.4,20.61
,,,358.5,20.65
,,,358.6,20.64
,,,358.7,20.64
,,,358.8,20.61
,,,358.9,20.61
,,,359,20.61
,,,359.1,20.67
,,,359.2,20.63
,,,359.3,20.61
,,,359.4,20.63
,,,359.5,20.62
,,,359.6,20.59
,,,359.7,20.67
,,,359.8,20.63
,,,359.9,20.54
,,,360,20.52
,,,360.1,20.59
,,,360.2,20.57
,,,360.3,20.59
,,,360.4,20.57
,,,360.5,20.56
,,,360.6,20.56
,,,360.7,20.55
,,,360.8,20.59
,,,360.9,20.62
,,,361,20.58
,,,361.1,20.56
,,,361.2,20.59
,,,361.3,20.56
,,,361.4,20.55
,,,361.5,20.58
,,,361.6,20.66
,,,361.7,20.6
,,,361.8,20.63
,,,361.9,20.61
,,,362,20.57
,,,362.1,20.57
,,,362.2,20.52
,,,362.3,20.55
,,,362.4,20.57
,,,362.5,20.51
,,,362.6,20.51
,,,362.7,20.54
,,,362.8,20.52
,,,362.9,20.55
,,,363,20.51
,,,363.1,20.57
,,,363.2,20.52
,,,363.3,20.52
,,,363.4,20.57
,,,363.5,20.6
,,,363.6,20.59
,,,363.7,20.53
,,,363.8,20.54
,,,363.9,20.55
,,,364,20.55
,,,364.1,20.54
,,,364.2,20.51
,,,364.3,20.51
,,,364.4,20.52
,,,364.5,20.51
,,,364.6,20.49
,,,364.7,20.53
,,,364.8,20.51
,,,364.9,20.48
,,,365,20.47
,,,365.1,20.51
,,,365.2,20.5
,,,365.3,20.54
,,,365.4,20.52
,,,365.5,20.57
,,,365.6,20.53
,,,365.7,20.59
,,,365.8,20.56
,,,365.9,20.57
,,,366,20.54
,,,366.1,20.57
,,,366.2,20.56
,,,366.3,20.58
,,,366.4,20.55
,,,366.5,20.57
,,,366.6,20.59
,,,366.7,20.61
,,,366.8,20.53
,,,366.9,20.53
,,,367,20.56
,,,367.1,20.54
,,,367.2,20.56
,,,367.3,20.54
,,,367.4,20.59
,,,367.5,20.6
,,,367.6,20.56
,,,367.7,20.58
,,,367.8,20.6
,,,367.9,20.57
,,,368,20.58
,,,368.1,20.57
,,,368.2,20.61
,,,368.3,20.62
,,,368.4,20.59
,,,368.5,20.61
,,,368.6,20.66
,,,368.7,20.58
,,,368.8,20.63
,,,368.9,20.63
,,,369,20.64
,,,369.1,20.6
,,,369.2,20.63
,,,369.3,20.57
,,,369.4,20.57
,,,369.5,20.59
,,,369.6,20.66
,,,369.7,20.62
,,,369.8,20.57
,,,369.9,20.6
,,,370,20.59
,,,370.1,20.57
,,,370.2,20.65
,,,370.3,20.58
,,,370.4,20.58
,,,370.5,20.55
,,,370.6,20.56
,,,370.7,20.62
,,,370.8,20.61
,,,370.9,20.65
,,,371,20.67
,,,371.1,20.61
,,,371.2,20.56
,,,371.3,20.55
,,,371.4,20.57
,,,371.5,20.54
,,,371.6,20.52
,,,371.7,20.55
,,,371.8,20.51
,,,371.9,20.54
,,,372,20.52
,,,372.1,20.55
,,,372.2,20.55
,,,372.3,20.56
,,,372.4,20.57
,,,372.5,20.54
,,,372.6,20.57
,,,372.7,20.52
,,,372.8,20.56
,,,372.9,20.51
,,,373,20.52
,,,373.1,20.6
,,,373.2,20.55
,,,373.3,20.55
,,,373.4,20.58
,,,373.5,20.59
,,,373.6,20.57
,,,373.7,20.56
,,,373.8,20.61
,,,373.9,20.59
,,,374,20.62
,,,374.1,20.57
,,,374.2,20.57
,,,374.3,20.63
,,,374.4,20.62
,,,374.5,20.64
,,,374.6,20.59
,,,374.7,20.62
,,,374.8,20.58
,,,374.9,20.61
,,,375,20.61
,,,375.1,20.6
,,,375.2,20.58
,,,375.3,20.65
,,,375.4,20.61
,,,375.5,20.63
,,,375.6,20.61
,,,375.7,20.62
,,,375.8,20.63
,,,375.9,20.59
,,,376,20.61
,,,376.1,20.61
,,,376.2,20.59
,,,376.3,20.58
,,,376.4,20.58
,,,376.5,20.56
,,,376.6,20.57
,,,376.7,20.58
,,,376.8,20.59
,,,376.9,20.59
,,,377,20.58
,,,377.1,20.64
,,,377.2,20.61
,,,377.3,20.6
,,,377.4,20.63
,,,377.5,20.57
,,,377.6,20.61
,,,377.7,20.59
,,,377.8,20.52
,,,377.9,20.54
,,,378,20.52
,,,378.1,20.57
,,,378.2,20.53
,,,378.3,20.48
,,,378.4,20.48
,,,378.5,20.46
,,,378.6,20.5
,,,378.7,20.51
,,,378.8,20.47
,,,378.9,20.55
,,,379,20.5
,,,379.1,20.47
